Id,Predicted
1693,non-neutral
1694,neutral
1695,non-neutral
1696,neutral
1697,joy
1698,joy
1699,surprise
1700,neutral
1701,neutral
1702,neutral
1703,neutral
1704,surprise
1705,non-neutral
1706,surprise
1707,surprise
1708,neutral
1709,neutral
1710,fear
1711,neutral
1712,non-neutral
1713,non-neutral
1714,neutral
1715,neutral
1716,neutral
1717,joy
1718,neutral
1719,joy
1720,neutral
1721,joy
1722,non-neutral
1723,neutral
1724,non-neutral
1725,surprise
1726,neutral
1727,joy
1728,neutral
1729,neutral
1730,non-neutral
1731,neutral
1732,neutral
1733,joy
1734,neutral
1735,neutral
1736,surprise
1737,joy
1738,non-neutral
1739,neutral
1740,neutral
1741,neutral
1742,joy
1743,neutral
1744,neutral
1745,neutral
1746,non-neutral
1747,joy
1748,neutral
1749,neutral
1750,neutral
1751,non-neutral
1752,joy
1753,joy
1754,neutral
1755,neutral
1756,neutral
1757,joy
1758,surprise
1759,surprise
1760,neutral
1761,non-neutral
1762,non-neutral
1763,non-neutral
1764,non-neutral
1765,non-neutral
1766,joy
1767,joy
1768,non-neutral
1769,neutral
1770,neutral
1771,sadness
1772,neutral
1773,neutral
1774,non-neutral
1775,non-neutral
1776,surprise
1777,non-neutral
1778,non-neutral
1779,neutral
1780,neutral
1781,neutral
1782,neutral
1783,joy
1784,neutral
1785,neutral
1786,neutral
1787,neutral
1788,joy
1789,joy
1790,joy
1791,neutral
1792,non-neutral
1793,joy
1794,disgust
1795,non-neutral
1796,neutral
1797,neutral
1798,neutral
1799,neutral
1800,neutral
1801,neutral
1802,neutral
1803,surprise
1804,neutral
1805,neutral
1806,surprise
1807,neutral
1808,neutral
1809,neutral
1810,neutral
1811,non-neutral
1812,sadness
1813,surprise
1814,surprise
1815,neutral
1816,surprise
1817,neutral
1818,neutral
1819,joy
1820,non-neutral
1821,joy
1822,neutral
1823,joy
1824,neutral
1825,neutral
1826,non-neutral
1827,neutral
1828,joy
1829,non-neutral
1830,neutral
1831,neutral
1832,neutral
1833,surprise
1834,neutral
1835,non-neutral
1836,neutral
1837,neutral
1838,neutral
1839,non-neutral
1840,joy
1841,neutral
1842,neutral
1843,neutral
1844,neutral
1845,neutral
1846,joy
1847,neutral
1848,neutral
1849,surprise
1850,neutral
1851,neutral
1852,joy
1853,neutral
1854,non-neutral
1855,neutral
1856,surprise
1857,sadness
1858,neutral
1859,joy
1860,anger
1861,neutral
1862,neutral
1863,neutral
1864,neutral
1865,neutral
1866,neutral
1867,neutral
1868,neutral
1869,neutral
1870,non-neutral
1871,neutral
1872,neutral
1873,neutral
1874,non-neutral
1875,non-neutral
1876,joy
1877,anger
1878,non-neutral
1879,surprise
1880,non-neutral
1881,non-neutral
1882,neutral
1883,non-neutral
1884,disgust
1885,neutral
1886,non-neutral
1887,neutral
1888,non-neutral
1889,surprise
1890,non-neutral
1891,non-neutral
1892,joy
1893,non-neutral
1894,surprise
1895,joy
1896,non-neutral
1897,neutral
1898,neutral
1899,neutral
1900,non-neutral
1901,non-neutral
1902,non-neutral
1903,joy
1904,joy
1905,non-neutral
1906,neutral
1907,neutral
1908,non-neutral
1909,neutral
1910,surprise
1911,joy
1912,neutral
1913,neutral
1914,neutral
1915,neutral
1916,neutral
1917,neutral
1918,neutral
1919,neutral
1920,neutral
1921,neutral
1922,neutral
1923,neutral
1924,joy
1925,neutral
1926,neutral
1927,neutral
1928,joy
1929,neutral
1930,neutral
1931,surprise
1932,surprise
1933,neutral
1934,surprise
1935,neutral
1936,neutral
1937,neutral
1938,joy
1939,non-neutral
1940,neutral
1941,non-neutral
1942,non-neutral
1943,non-neutral
1944,surprise
1945,joy
1946,joy
1947,neutral
1948,neutral
1949,neutral
1950,joy
1951,joy
1952,neutral
1953,neutral
1954,neutral
1955,non-neutral
1956,neutral
1957,neutral
1958,neutral
1959,non-neutral
1960,surprise
1961,surprise
1962,joy
1963,neutral
1964,non-neutral
1965,neutral
1966,surprise
1967,joy
1968,neutral
1969,neutral
1970,neutral
1971,surprise
1972,neutral
1973,surprise
1974,joy
1975,surprise
1976,neutral
1977,non-neutral
1978,non-neutral
1979,non-neutral
1980,surprise
1981,joy
1982,neutral
1983,neutral
1984,surprise
1985,neutral
1986,neutral
1987,disgust
1988,surprise
1989,neutral
1990,surprise
1991,neutral
1992,neutral
1993,neutral
1994,neutral
1995,joy
1996,neutral
1997,surprise
1998,neutral
1999,neutral
2000,neutral
2001,neutral
2002,surprise
2003,neutral
2004,non-neutral
2005,sadness
2006,joy
2007,joy
2008,neutral
2009,non-neutral
2010,non-neutral
2011,neutral
2012,neutral
2013,neutral
2014,non-neutral
2015,surprise
2016,neutral
2017,neutral
2018,non-neutral
2019,neutral
2020,non-neutral
2021,surprise
2022,neutral
2023,neutral
2024,neutral
2025,non-neutral
2026,anger
2027,anger
2028,non-neutral
2029,non-neutral
2030,non-neutral
2031,anger
2032,neutral
2033,joy
2034,joy
2035,neutral
2036,neutral
2037,neutral
2038,surprise
2039,neutral
2040,joy
2041,neutral
2042,non-neutral
2043,surprise
2044,neutral
2045,neutral
2046,non-neutral
2047,non-neutral
2048,non-neutral
2049,neutral
2050,neutral
2051,joy
2052,joy
2053,neutral
2054,non-neutral
2055,non-neutral
2056,non-neutral
2057,neutral
2058,neutral
2059,sadness
2060,surprise
2061,non-neutral
2062,surprise
2063,neutral
2064,surprise
2065,joy
2066,joy
2067,surprise
2068,neutral
2069,neutral
2070,neutral
2071,surprise
2072,neutral
2073,non-neutral
2074,sadness
2075,neutral
2076,non-neutral
2077,neutral
2078,neutral
2079,neutral
2080,non-neutral
2081,neutral
2082,surprise
2083,anger
2084,neutral
2085,neutral
2086,neutral
2087,neutral
2088,surprise
2089,anger
2090,non-neutral
2091,joy
2092,neutral
2093,non-neutral
2094,neutral
2095,surprise
2096,neutral
2097,non-neutral
2098,joy
2099,anger
2100,non-neutral
2101,joy
2102,neutral
2103,neutral
2104,neutral
2105,non-neutral
2106,joy
2107,neutral
2108,anger
2109,neutral
2110,neutral
2111,surprise
2112,neutral
2113,non-neutral
2114,non-neutral
2115,neutral
2116,neutral
2117,non-neutral
2118,non-neutral
2119,non-neutral
2120,non-neutral
2121,neutral
2122,neutral
2123,anger
2124,anger
2125,neutral
2126,neutral
2127,non-neutral
2128,neutral
2129,joy
2130,surprise
2131,non-neutral
2132,non-neutral
2133,anger
2134,non-neutral
2135,anger
2136,surprise
2137,surprise
2138,surprise
2139,joy
2140,surprise
2141,neutral
2142,neutral
2143,neutral
2144,neutral
2145,neutral
2146,neutral
2147,joy
2148,surprise
2149,neutral
2150,non-neutral
2151,neutral
2152,surprise
2153,surprise
2154,surprise
2155,non-neutral
2156,neutral
2157,surprise
2158,sadness
2159,neutral
2160,anger
2161,neutral
2162,surprise
2163,joy
2164,joy
2165,neutral
2166,neutral
2167,neutral
2168,non-neutral
2169,neutral
2170,non-neutral
2171,neutral
2172,neutral
2173,surprise
2174,neutral
2175,neutral
2176,non-neutral
2177,neutral
2178,neutral
2179,neutral
2180,disgust
2181,neutral
2182,sadness
2183,neutral
2184,neutral
2185,neutral
2186,non-neutral
2187,surprise
2188,surprise
2189,non-neutral
2190,neutral
2191,fear
2192,neutral
2193,fear
2194,neutral
2195,neutral
2196,neutral
2197,surprise
2198,neutral
2199,fear
2200,joy
2201,neutral
2202,neutral
2203,surprise
2204,joy
2205,joy
2206,surprise
2207,joy
2208,joy
2209,neutral
2210,surprise
2211,non-neutral
2212,surprise
2213,anger
2214,surprise
2215,anger
2216,non-neutral
2217,anger
2218,neutral
2219,non-neutral
2220,surprise
2221,neutral
2222,non-neutral
2223,joy
2224,joy
2225,neutral
2226,neutral
2227,joy
2228,surprise
2229,joy
2230,neutral
2231,disgust
2232,surprise
2233,neutral
2234,non-neutral
2235,non-neutral
2236,non-neutral
2237,non-neutral
2238,non-neutral
2239,neutral
2240,fear
2241,surprise
2242,non-neutral
2243,neutral
2244,fear
2245,neutral
2246,neutral
2247,neutral
2248,surprise
2249,neutral
2250,neutral
2251,non-neutral
2252,non-neutral
2253,non-neutral
2254,neutral
2255,neutral
2256,neutral
2257,neutral
2258,joy
2259,fear
2260,neutral
2261,neutral
2262,neutral
2263,neutral
2264,non-neutral
2265,neutral
2266,joy
2267,surprise
2268,neutral
2269,neutral
2270,surprise
2271,non-neutral
2272,disgust
2273,joy
2274,non-neutral
2275,non-neutral
2276,anger
2277,surprise
2278,non-neutral
2279,non-neutral
2280,neutral
2281,surprise
2282,surprise
2283,non-neutral
2284,anger
2285,neutral
2286,anger
2287,neutral
2288,sadness
2289,neutral
2290,neutral
2291,neutral
2292,non-neutral
2293,neutral
2294,joy
2295,joy
2296,joy
2297,non-neutral
2298,non-neutral
2299,non-neutral
2300,neutral
2301,neutral
2302,joy
2303,joy
2304,surprise
2305,joy
2306,neutral
2307,sadness
2308,surprise
2309,neutral
2310,non-neutral
2311,neutral
2312,neutral
2313,disgust
2314,neutral
2315,disgust
2316,neutral
2317,sadness
2318,neutral
2319,neutral
2320,neutral
2321,neutral
2322,neutral
2323,joy
2324,surprise
2325,surprise
2326,joy
2327,anger
2328,joy
2329,joy
2330,neutral
2331,neutral
2332,surprise
2333,anger
2334,neutral
2335,surprise
2336,non-neutral
2337,joy
2338,joy
2339,neutral
2340,joy
2341,fear
2342,neutral
2343,non-neutral
2344,surprise
2345,joy
2346,joy
2347,neutral
2348,joy
2349,neutral
2350,non-neutral
2351,non-neutral
2352,joy
2353,surprise
2354,neutral
2355,surprise
2356,neutral
2357,non-neutral
2358,neutral
2359,non-neutral
2360,neutral
2361,joy
2362,neutral
2363,joy
2364,neutral
2365,joy
2366,surprise
2367,non-neutral
2368,neutral
2369,non-neutral
2370,neutral
2371,neutral
2372,neutral
2373,neutral
2374,sadness
2375,fear
2376,joy
2377,non-neutral
2378,neutral
2379,neutral
2380,neutral
2381,neutral
2382,sadness
2383,neutral
2384,neutral
2385,neutral
2386,neutral
2387,disgust
2388,joy
2389,neutral
2390,neutral
2391,neutral
2392,neutral
2393,sadness
2394,non-neutral
2395,neutral
2396,non-neutral
2397,non-neutral
2398,neutral
2399,non-neutral
2400,neutral
2401,neutral
2402,non-neutral
2403,joy
2404,joy
2405,non-neutral
2406,anger
2407,neutral
2408,neutral
2409,surprise
2410,neutral
2411,neutral
2412,surprise
2413,neutral
2414,neutral
2415,non-neutral
2416,surprise
2417,neutral
2418,non-neutral
2419,neutral
2420,non-neutral
2421,surprise
2422,non-neutral
2423,non-neutral
2424,neutral
2425,neutral
2426,non-neutral
2427,neutral
2428,neutral
2429,non-neutral
2430,non-neutral
2431,non-neutral
2432,joy
2433,neutral
2434,non-neutral
2435,neutral
2436,neutral
2437,joy
2438,neutral
2439,neutral
2440,surprise
2441,neutral
2442,non-neutral
2443,neutral
2444,disgust
2445,neutral
2446,sadness
2447,neutral
2448,sadness
2449,surprise
2450,non-neutral
2451,sadness
2452,non-neutral
2453,joy
2454,surprise
2455,neutral
2456,neutral
2457,non-neutral
2458,surprise
2459,neutral
2460,surprise
2461,neutral
2462,sadness
2463,neutral
2464,neutral
2465,non-neutral
2466,surprise
2467,neutral
2468,surprise
2469,neutral
2470,surprise
2471,non-neutral
2472,neutral
2473,neutral
2474,neutral
2475,surprise
2476,neutral
2477,neutral
2478,neutral
2479,non-neutral
2480,non-neutral
2481,surprise
2482,neutral
2483,non-neutral
2484,neutral
2485,non-neutral
2486,neutral
2487,neutral
2488,neutral
2489,joy
2490,neutral
2491,joy
2492,surprise
2493,non-neutral
2494,neutral
2495,neutral
2496,non-neutral
2497,joy
2498,neutral
2499,neutral
2500,neutral
2501,anger
2502,surprise
2503,joy
2504,surprise
2505,joy
2506,surprise
2507,neutral
2508,neutral
2509,non-neutral
2510,joy
2511,non-neutral
2512,non-neutral
2513,neutral
2514,neutral
2515,joy
2516,disgust
2517,non-neutral
2518,non-neutral
2519,neutral
2520,surprise
2521,neutral
2522,neutral
2523,neutral
2524,neutral
2525,surprise
2526,anger
2527,surprise
2528,non-neutral
2529,fear
2530,joy
2531,non-neutral
2532,non-neutral
2533,anger
2534,surprise
2535,joy
2536,anger
2537,joy
2538,joy
2539,neutral
2540,joy
2541,joy
2542,neutral
2543,anger
2544,neutral
2545,neutral
2546,neutral
2547,neutral
2548,neutral
2549,joy
2550,anger
2551,sadness
2552,neutral
2553,joy
2554,neutral
2555,joy
2556,neutral
2557,sadness
2558,non-neutral
2559,neutral
2560,neutral
2561,non-neutral
2562,surprise
2563,non-neutral
2564,joy
2565,neutral
2566,neutral
2567,non-neutral
2568,neutral
2569,non-neutral
2570,non-neutral
2571,sadness
2572,surprise
2573,disgust
2574,non-neutral
2575,joy
2576,non-neutral
2577,neutral
2578,neutral
2579,joy
2580,neutral
2581,neutral
2582,surprise
2583,joy
2584,neutral
2585,non-neutral
2586,neutral
2587,sadness
2588,non-neutral
2589,neutral
2590,joy
2591,neutral
2592,joy
2593,joy
2594,neutral
2595,neutral
2596,joy
2597,neutral
2598,surprise
2599,non-neutral
2600,neutral
2601,non-neutral
2602,neutral
2603,neutral
2604,neutral
2605,non-neutral
2606,surprise
2607,surprise
2608,surprise
2609,anger
2610,anger
2611,sadness
2612,neutral
2613,non-neutral
2614,joy
2615,surprise
2616,joy
2617,surprise
2618,neutral
2619,neutral
2620,neutral
2621,neutral
2622,non-neutral
2623,non-neutral
2624,neutral
2625,neutral
2626,non-neutral
2627,neutral
2628,neutral
2629,neutral
2630,neutral
2631,non-neutral
2632,surprise
2633,neutral
2634,neutral
2635,joy
2636,non-neutral
2637,neutral
2638,sadness
2639,surprise
2640,joy
2641,joy
2642,surprise
2643,joy
2644,surprise
2645,joy
2646,joy
2647,non-neutral
2648,neutral
2649,neutral
2650,non-neutral
2651,non-neutral
2652,non-neutral
2653,fear
2654,non-neutral
2655,non-neutral
2656,non-neutral
2657,neutral
2658,non-neutral
2659,disgust
2660,neutral
2661,non-neutral
2662,non-neutral
2663,sadness
2664,neutral
2665,anger
2666,surprise
2667,non-neutral
2668,neutral
2669,neutral
2670,anger
2671,anger
2672,joy
2673,neutral
2674,surprise
2675,neutral
2676,neutral
2677,neutral
2678,surprise
2679,non-neutral
2680,non-neutral
2681,sadness
2682,neutral
2683,neutral
2684,anger
2685,anger
2686,anger
2687,anger
2688,neutral
2689,non-neutral
2690,disgust
2691,neutral
2692,neutral
2693,surprise
2694,joy
2695,surprise
2696,neutral
2697,joy
2698,neutral
2699,surprise
2700,non-neutral
2701,non-neutral
2702,non-neutral
2703,neutral
2704,fear
2705,neutral
2706,neutral
2707,neutral
2708,neutral
2709,surprise
2710,non-neutral
2711,surprise
2712,anger
2713,neutral
2714,anger
2715,anger
2716,neutral
2717,neutral
2718,neutral
2719,neutral
2720,anger
2721,anger
2722,sadness
2723,non-neutral
2724,neutral
2725,neutral
2726,neutral
2727,neutral
2728,neutral
2729,non-neutral
2730,neutral
2731,non-neutral
2732,neutral
2733,surprise
2734,joy
2735,surprise
2736,joy
2737,neutral
2738,neutral
2739,surprise
2740,non-neutral
2741,non-neutral
2742,non-neutral
2743,joy
2744,joy
2745,neutral
2746,non-neutral
2747,neutral
2748,joy
2749,surprise
2750,neutral
2751,neutral
2752,non-neutral
2753,surprise
2754,neutral
2755,surprise
2756,neutral
2757,fear
2758,neutral
2759,neutral
2760,neutral
2761,sadness
2762,neutral
2763,neutral
2764,neutral
2765,joy
2766,neutral
2767,neutral
2768,joy
2769,non-neutral
2770,joy
2771,non-neutral
2772,joy
2773,neutral
2774,surprise
2775,non-neutral
2776,non-neutral
2777,surprise
2778,joy
2779,sadness
2780,joy
2781,surprise
2782,non-neutral
2783,neutral
2784,surprise
2785,neutral
2786,non-neutral
2787,anger
2788,surprise
2789,non-neutral
2790,joy
2791,joy
2792,non-neutral
2793,non-neutral
2794,non-neutral
2795,non-neutral
2796,non-neutral
2797,surprise
2798,neutral
2799,surprise
2800,neutral
2801,surprise
2802,joy
2803,surprise
2804,joy
2805,neutral
2806,neutral
2807,non-neutral
2808,surprise
2809,sadness
2810,joy
2811,surprise
2812,sadness
2813,joy
2814,neutral
2815,surprise
2816,non-neutral
2817,neutral
2818,neutral
2819,surprise
2820,neutral
2821,surprise
2822,neutral
2823,non-neutral
2824,neutral
2825,neutral
2826,neutral
2827,surprise
2828,anger
2829,neutral
2830,non-neutral
2831,sadness
2832,neutral
2833,neutral
2834,neutral
2835,neutral
2836,neutral
2837,non-neutral
2838,disgust
2839,non-neutral
2840,joy
2841,neutral
2842,sadness
2843,surprise
2844,surprise
2845,neutral
2846,neutral
2847,neutral
2848,non-neutral
2849,surprise
2850,surprise
2851,surprise
2852,joy
2853,non-neutral
2854,joy
2855,joy
2856,neutral
2857,neutral
2858,neutral
2859,neutral
2860,neutral
2861,neutral
2862,non-neutral
2863,neutral
2864,neutral
2865,neutral
2866,neutral
2867,neutral
2868,neutral
2869,neutral
2870,neutral
2871,neutral
2872,anger
2873,anger
2874,anger
2875,anger
2876,joy
2877,neutral
2878,neutral
2879,neutral
2880,neutral
2881,neutral
2882,non-neutral
2883,neutral
2884,neutral
2885,non-neutral
2886,non-neutral
2887,joy
2888,joy
2889,joy
2890,non-neutral
2891,neutral
2892,joy
2893,joy
2894,surprise
2895,surprise
2896,surprise
2897,neutral
2898,non-neutral
2899,non-neutral
2900,neutral
2901,neutral
2902,non-neutral
2903,non-neutral
2904,non-neutral
2905,non-neutral
2906,surprise
2907,non-neutral
2908,surprise
2909,anger
2910,surprise
2911,non-neutral
2912,neutral
2913,neutral
2914,surprise
2915,neutral
2916,neutral
2917,non-neutral
2918,neutral
2919,non-neutral
2920,neutral
2921,non-neutral
2922,neutral
2923,surprise
2924,surprise
2925,neutral
2926,neutral
2927,joy
2928,joy
2929,surprise
2930,non-neutral
2931,joy
2932,neutral
2933,fear
2934,neutral
2935,surprise
2936,neutral
2937,surprise
2938,anger
2939,joy
2940,non-neutral
2941,non-neutral
2942,non-neutral
2943,neutral
2944,non-neutral
2945,neutral
2946,non-neutral
2947,neutral
2948,neutral
2949,non-neutral
2950,surprise
2951,surprise
2952,sadness
2953,joy
2954,non-neutral
2955,surprise
2956,non-neutral
2957,neutral
2958,neutral
2959,neutral
2960,neutral
2961,neutral
2962,surprise
2963,non-neutral
2964,joy
2965,anger
2966,surprise
2967,surprise
2968,surprise
2969,non-neutral
2970,non-neutral
2971,non-neutral
2972,non-neutral
2973,joy
2974,neutral
2975,neutral
2976,neutral
2977,anger
2978,non-neutral
2979,non-neutral
2980,neutral
2981,neutral
2982,neutral
2983,neutral
2984,non-neutral
2985,neutral
2986,joy
2987,fear
2988,neutral
2989,non-neutral
2990,surprise
2991,non-neutral
2992,neutral
2993,non-neutral
2994,neutral
2995,neutral
2996,neutral
2997,non-neutral
2998,non-neutral
2999,surprise
3000,neutral
3001,non-neutral
3002,surprise
3003,anger
3004,neutral
3005,neutral
3006,neutral
3007,non-neutral
3008,joy
3009,joy
3010,neutral
3011,surprise
3012,neutral
3013,surprise
3014,neutral
3015,anger
3016,non-neutral
3017,anger
3018,neutral
3019,neutral
3020,non-neutral
3021,joy
3022,neutral
3023,neutral
3024,neutral
3025,neutral
3026,non-neutral
3027,neutral
3028,neutral
3029,surprise
3030,neutral
3031,non-neutral
3032,neutral
3033,non-neutral
3034,joy
3035,non-neutral
3036,neutral
3037,joy
3038,neutral
3039,surprise
3040,neutral
3041,neutral
3042,neutral
3043,neutral
3044,neutral
3045,neutral
3046,neutral
3047,neutral
3048,sadness
3049,sadness
3050,neutral
3051,neutral
3052,neutral
3053,fear
3054,sadness
3055,non-neutral
3056,non-neutral
3057,joy
3058,joy
3059,surprise
3060,neutral
3061,neutral
3062,neutral
3063,non-neutral
3064,neutral
3065,neutral
3066,neutral
3067,neutral
3068,non-neutral
3069,neutral
3070,surprise
3071,surprise
3072,non-neutral
3073,non-neutral
3074,neutral
3075,neutral
3076,neutral
3077,joy
3078,anger
3079,joy
3080,non-neutral
3081,non-neutral
3082,neutral
3083,surprise
3084,neutral
3085,surprise
3086,neutral
3087,surprise
3088,non-neutral
3089,non-neutral
3090,non-neutral
3091,neutral
3092,surprise
3093,neutral
3094,surprise
3095,joy
3096,neutral
3097,neutral
3098,joy
3099,neutral
3100,neutral
3101,surprise
3102,neutral
3103,neutral
3104,surprise
3105,surprise
3106,neutral
3107,non-neutral
3108,neutral
3109,non-neutral
3110,neutral
3111,neutral
3112,neutral
3113,neutral
3114,neutral
3115,surprise
3116,non-neutral
3117,anger
3118,non-neutral
3119,anger
3120,anger
3121,fear
3122,fear
3123,joy
3124,non-neutral
3125,non-neutral
3126,non-neutral
3127,non-neutral
3128,neutral
3129,neutral
3130,surprise
3131,surprise
3132,non-neutral
3133,neutral
3134,neutral
3135,neutral
3136,non-neutral
3137,neutral
3138,neutral
3139,neutral
3140,neutral
3141,neutral
3142,non-neutral
3143,surprise
3144,joy
3145,neutral
3146,joy
3147,neutral
3148,non-neutral
3149,neutral
3150,neutral
3151,non-neutral
3152,neutral
3153,non-neutral
3154,neutral
3155,anger
3156,sadness
3157,surprise
3158,neutral
3159,neutral
3160,neutral
3161,joy
3162,joy
3163,joy
3164,joy
3165,surprise
3166,neutral
3167,neutral
3168,non-neutral
3169,surprise
3170,non-neutral
3171,neutral
3172,sadness
3173,sadness
3174,neutral
3175,joy
3176,non-neutral
3177,sadness
3178,neutral
3179,neutral
3180,neutral
3181,sadness
3182,non-neutral
3183,neutral
3184,surprise
3185,surprise
3186,sadness
3187,disgust
3188,neutral
3189,disgust
3190,surprise
3191,disgust
3192,neutral
3193,non-neutral
3194,surprise
3195,joy
3196,joy
3197,neutral
3198,neutral
3199,surprise
3200,non-neutral
3201,neutral
3202,neutral
3203,joy
3204,joy
3205,non-neutral
3206,sadness
3207,fear
3208,non-neutral
3209,joy
3210,surprise
3211,surprise
3212,non-neutral
3213,non-neutral
3214,non-neutral
3215,non-neutral
3216,neutral
3217,neutral
3218,neutral
3219,neutral
3220,neutral
3221,neutral
3222,neutral
3223,surprise
3224,neutral
3225,non-neutral
3226,anger
3227,neutral
3228,neutral
3229,anger
3230,sadness
3231,joy
3232,non-neutral
3233,surprise
3234,neutral
3235,neutral
3236,neutral
3237,surprise
3238,neutral
3239,sadness
3240,neutral
3241,surprise
3242,neutral
3243,neutral
3244,neutral
3245,non-neutral
3246,neutral
3247,neutral
3248,neutral
3249,neutral
3250,neutral
3251,joy
3252,neutral
3253,neutral
3254,joy
3255,neutral
3256,neutral
3257,neutral
3258,surprise
3259,neutral
3260,neutral
3261,neutral
3262,neutral
3263,neutral
3264,non-neutral
3265,joy
3266,non-neutral
3267,joy
3268,surprise
3269,neutral
3270,neutral
3271,non-neutral
3272,neutral
3273,joy
3274,neutral
3275,neutral
3276,joy
3277,neutral
3278,neutral
3279,non-neutral
3280,anger
3281,surprise
3282,non-neutral
3283,surprise
3284,joy
3285,surprise
3286,anger
3287,neutral
3288,neutral
3289,non-neutral
3290,surprise
3291,sadness
3292,non-neutral
3293,non-neutral
3294,neutral
3295,joy
